Cocunut,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
81372,57,11,M,HGH,OTH,M,"123,1",01/08/1989,06/02/1987,17/08/2005,6500
81373,53,11,D,HGH,STE,M,"470,2687692",01/01/1980,01/02/1994,08/08/2005,"3877,963"
81374,63,8,M,HGH,STE,F,"230,7692308",01/06/2004,08/01/1974,22/06/2009,"234,2061538"
81375,70,2,M,HGH,OTH,M,"182,4732308",01/10/9999,01/10/9999,06/01/2015,"1975,961538"
81376,26,0,S,HGH,PVE,M,"269,2307692",12/06/1991,01/09/2014,18/10/2016,"364,3823077"
81377,66,13,M,HGH,RET,M,"215,4374615",07/06/2010,01/10/9999,05/07/2004,"4347,115385"
81378,41,11,M,HGH,PVE,M,"917,9",09/05/2007,01/11/2008,03/08/2005,"15775,59762"
81379,48,13,M,HGH,STE,M,"329,7190769",06/06/1993,01/01/2007,08/06/2004,"1027,5"
81380,25,3,M,HGH,PVE,F,"192,3076923",08/05/1992,18/03/2016,27/11/2013,"2307,692308"
81381,58,12,S,HGH,RET,M,"208,432",08/04/1959,01/10/9999,22/12/2004,"1185,576923"
81382,37,2,M,HGH,PVE,F,0,01/05/2008,01/03/2015,15/05/2015,"2307,692308"
81383,32,9,S,HGH,STE,M,"358,9923077",01/03/2009,02/03/2009,07/06/2008,"2114,354308"
81384,71,0,M,HGH,RET,F,"152,4304615",05/04/1980,01/10/9999,29/08/2016,"2,089923077"
81385,58,13,M,HGH,PVE,M,"392,324",12/07/2006,01/02/2003,01/06/2004,"6384,615385"
81386,30,1,S,BCR,PVE,M,"358,5897692",02/12/1987,26/01/2016,26/01/2016,"2307,692308"
81387,34,1,M,HGH,PVE,M,"347,8384615",27/12/1983,01/08/2015,29/06/2016,"4011,675538"
81388,53,0,*noval*,HGH,OTH,M,0,01/10/9999,01/10/9999,14/09/2016,"2307,692308"
81389,51,4,M,HGH,PVE,F,"223,8940769",01/01/2008,01/06/2015,16/08/2012,"3569,942308"
81390,59,11,M,HGH,RET,F,"233,9070769",01/06/2003,01/10/9999,27/09/2005,"2307,692308"
81391,59,7,M,HGH,RET,F,"247,9969231",31/12/1981,01/10/9999,30/04/2010,"3161,538462"
81392,67,8,M,BCR,RET,F,"234,4609231",11/01/2001,01/10/9999,26/08/2008,"2766,346154"
81393,70,11,*noval*,HGH,OTH,M,0,01/10/9999,01/10/9999,30/06/2006,"1659,807692"
81394,65,9,M,BCR,STE,M,"514,5769231",01/08/1995,01/03/2007,11/02/2008,"5147,007692"
81395,39,11,M,BCR,PVE,M,"184,6153846",09/03/1978,07/11/2014,14/04/2006,"1185,576923"
81396,58,7,M,BCR,STE,F,"200,275",19/10/1985,01/11/1992,17/12/2009,"4615,384615"
81397,67,11,M,SEC,RET,F,"248,6846154",20/09/1980,01/10/9999,20/10/2005,"4386,634615"
81398,68,4,M,HGH,RET,M,"168,7863846",01/01/2011,01/10/9999,07/05/2013,"4023,057692"
81399,26,1,S,BCR,PVE,F,"438,5153846",20/01/2011,07/03/2016,14/12/2015,"2307,692308"
81400,25,2,S,HGH,PVE,F,"394,2307692",19/10/1992,01/01/2015,11/03/2015,"7692,307692"
81401,70,5,W,HGH,RET,F,"301,407",01/09/1989,01/10/9999,06/07/2011,"1833,692308"
81402,64,6,M,HGH,RET,F,"215,3846154",01/01/1975,01/10/9999,23/08/2010,"2394,865385"
81403,48,13,M,BCR,STE,M,"919,6307692",01/09/1976,25/09/1996,27/10/2003,"7692,307692"
81404,71,10,W,HGH,RET,F,"348,7443077",01/01/1965,01/10/9999,21/02/2007,"1975,961538"
81405,41,9,M,HGH,PVE,M,"483,1694615",25/03/1978,01/07/2016,07/12/2007,"1998,284385"
81406,42,12,M,BCR,PVE,M,"1080,353846",01/10/2004,01/05/2007,04/11/2004,"2307,692308"
81407,37,9,M,HGH,PVE,F,"316,8",01/01/2011,20/03/2008,24/03/2008,"3399,945"
81408,49,7,D,PRS,STE,M,"408,5488462",01/01/1991,01/03/2016,10/05/2010,"1985,820846"
81409,35,10,M,BCR,PVE,M,"799,1549231",01/01/2014,06/07/2015,19/04/2007,"645,8948462"
81410,28,7,M,HGH,PVE,F,"190,2262308",01/01/2012,15/10/2014,31/08/2009,"2307,692308"
81411,53,7,*noval*,HGH,OTH,F,0,01/10/9999,01/10/9999,17/09/2009,"1153,846154"
81412,36,12,M,HGH,PVE,F,"307,6923077",01/06/2014,01/01/2014,07/07/2004,"2307,692308"
81413,52,3,M,HGH,PVE,F,"299,2307692",09/03/2013,01/10/2013,16/06/2014,"475,2974615"
81414,57,12,M,HGH,STE,F,"1216,735846",04/11/1989,17/05/1984,20/04/2005,"7692,307692"
81415,63,10,S,BCR,RET,F,"427,6717692",01/04/1985,01/10/9999,10/01/2007,"1923,076923"
81416,28,5,S,BCR,PVE,F,"263,2615385",10/03/1993,14/10/2014,25/06/2012,"3642,505154"
81417,51,12,M,BCR,STE,F,"356,4102308",28/10/1989,25/12/1996,07/04/2005,"5384,615385"
81418,53,2,M,BCR,PVE,M,"882,6065385",05/05/2005,01/12/1994,10/06/2015,"2307,692308"
81419,51,14,S,PHD,PVE,F,"1384,692308",01/01/2006,01/11/2006,21/05/2003,"17966,65285"
81420,28,3,S,HGH,PVE,M,"297,6538462",24/05/1989,17/09/2013,25/09/2013,"1219,789923"
81421,60,8,W,BCR,STE,F,"644,4153846",09/03/1991,21/10/2006,24/09/2008,"2805,334923"
81422,66,5,M,HGH,RET,F,"234,1976923",01/01/2005,01/10/9999,09/01/2012,"2371,153846"
81423,52,2,M,HGH,PVE,M,"184,4076923",01/01/1984,01/07/2011,28/11/2014,"1580,769231"
81424,48,9,M,HGH,RET,M,"387,1447692",25/12/1985,01/10/9999,22/01/2008,"415,7238462"
81425,69,9,D,HGH,RET,M,"207,6923077",20/10/1948,01/10/9999,04/01/2008,"948,4615385"
81426,40,10,S,BCR,PVE,F,"480,3190769",31/12/2008,01/05/2007,01/11/2006,"9846,153846"
81427,31,10,S,HGH,PVE,M,"199,5",01/01/2008,01/12/2013,22/07/2006,"4615,384615"
81428,63,10,M,HGH,PVE,M,"813,972",01/06/2003,16/12/2010,02/04/2007,"4615,384615"
81429,52,9,D,HGH,STE,F,"290,6",01/02/2006,01/03/2012,09/11/2007,"1923,076923"
81430,39,4,S,HGH,PVE,M,"450,1230769",30/05/1978,31/12/2012,20/11/2012,"6045,957"
81431,34,8,M,HGH,PVE,F,"170,0446154",01/01/2003,07/03/2012,09/03/2009,"2892,192923"
81432,27,3,M,HGH,STE,M,"392,2266154",01/01/2010,03/06/2013,22/10/2013,"525,8532308"
81433,70,12,S,BCR,RET,F,"333,9803077",22/10/1990,01/10/9999,25/05/2005,"1580,769231"
81434,51,7,M,HGH,PVE,M,"369,2307692",01/01/1996,01/08/2007,14/01/2010,"2307,692308"
81435,48,2,M,HGH,STE,F,"323,0769231",01/11/1969,09/02/1996,23/09/2014,"184,9246154"
81436,47,0,M,SEC,STE,F,"209,7076923",05/06/1995,26/07/1988,18/10/2016,"1410,101692"
81437,61,9,M,MAS,STE,M,"818,8153846",01/01/1988,01/07/2010,28/02/2008,"4615,384615"
81438,47,14,M,HGH,PVE,F,"508,3850769",25/05/1995,01/12/2002,13/12/2002,"1153,846154"
81439,31,9,S,BCR,PVE,M,"1210,769231",01/01/2000,17/12/2012,19/09/2007,"9230,769231"
81440,50,11,M,HGH,STE,M,"422,7230769",05/05/1996,25/12/1996,07/07/2005,"1274,979385"
81441,56,9,M,HGH,PVE,M,"182,3076923",09/04/1961,03/08/2006,21/12/2007,"813,1933077"
81442,27,0,M,HGH,STE,M,"233,8120769",01/01/1999,04/04/2012,30/09/2016,"6134,954615"
81443,39,10,M,HGH,PVE,F,"217,3007692",01/03/2001,20/01/2013,03/04/2007,"5076,923077"
81444,58,5,M,HGH,PVE,M,"269,2307692",01/01/1990,01/03/2006,12/03/2012,"497,4266154"
81445,52,11,M,HGH,PVE,F,"511,8341538",21/08/2002,01/11/2005,19/11/2005,"6923,076923"
81446,45,2,M,BCR,STE,F,"455,3846154",15/09/1994,01/08/1994,14/08/2014,"439,5564615"
81447,40,9,S,HGH,PVE,F,"285,1764615",01/12/1981,19/11/2007,20/11/2007,5000
81448,36,0,M,HGH,STE,M,"722,6593846",02/06/1981,01/09/2013,19/10/2016,"7692,307692"
81449,66,3,W,BCR,RET,M,"214,5726154",20/03/2012,01/10/9999,12/07/2013,"4979,423077"
81450,44,0,M,HGH,STE,F,"226,9230769",01/01/2006,01/06/2006,19/10/2016,"150,4592308"
81451,68,11,S,BCR,RET,F,251,01/01/1980,01/10/9999,19/12/2005,"3556,730769"
81452,66,0,M,HGH,RET,M,"230,7692308",13/01/1951,21/12/2001,03/10/2016,"4900,384615"
81453,60,8,W,HGH,STE,M,"743,6236923",01/09/1994,26/08/1985,13/03/2009,"961,9520769"
81454,35,9,S,BCR,PVE,F,"695,9748462",01/01/1984,03/11/2014,03/12/2007,"2307,692308"
81455,61,9,M,BCR,PVE,F,"776,209",01/09/2013,01/09/2003,03/06/2008,"769,2307692"
81456,34,6,M,BCR,PVE,M,"307,6923077",22/08/1987,01/01/2013,29/09/2010,"3593,330538"
81457,57,11,D,BCR,STE,F,"1259,050538",01/08/1990,01/08/2012,17/09/2005,"2376,283692"
81458,48,13,M,HGH,STE,M,"305,4923077",01/05/2000,11/05/2000,15/09/2003,"4615,384615"
81459,41,11,M,HGH,PVE,F,"221,8543846",01/09/2006,01/04/2003,17/10/2005,"2307,692308"
81460,52,10,S,HGH,PVE,M,"498,7053846",01/03/2010,14/05/2013,27/01/2007,"2307,692308"
81461,31,4,M,HGH,PVE,F,"187,107",01/06/2006,01/08/2012,14/11/2012,"2524,575538"
81462,42,12,S,HGH,PVE,M,"296,179",01/01/1997,14/05/2012,04/07/2005,"6573,165692"
81463,55,10,M,HGH,PVE,M,"224,5772308",18/11/1962,04/06/2012,08/06/2007,"3943,899385"
81464,50,9,M,BCR,STE,F,"231,5343846",01/07/1973,30/07/2012,15/12/2007,"2371,153846"
81465,41,10,S,PRS,PVE,M,"305,1230769",01/01/1985,12/09/2008,12/02/2007,"2307,692308"
81466,28,2,M,BCR,OTH,M,"595,0856154",01/10/9999,01/10/9999,16/10/2014,"7692,307692"
81467,64,8,S,HGH,RET,F,"479,6782308",01/06/2012,01/10/9999,16/01/2009,"5366,711538"
81468,30,10,M,BCR,PVE,M,"616,6573077",25/09/1987,12/01/2015,27/10/2006,"4615,384615"
81469,65,5,M,HGH,RET,M,"223,0057692",01/01/1959,01/10/9999,21/06/2012,"5366,711538"
81470,60,10,M,HGH,OTH,F,"156,7463077",09/05/1971,01/10/9999,04/10/2006,"395,1923077"
81471,38,8,S,BCR,STE,M,"436,5216923",10/05/1984,01/10/2008,28/10/2008,"4615,384615"
81472,26,4,S,HGH,PVE,M,"175,3846154",02/03/1991,01/11/2012,06/11/2012,"2307,692308"
81473,30,1,S,HGH,PVE,F,"173,0769231",24/06/1987,17/08/2015,20/08/2015,"2307,692308"
81474,52,11,M,HGH,STE,F,"201,4035385",01/01/1989,01/09/2002,20/05/2006,"4615,384615"
81475,33,8,S,BCR,STE,M,"721,4923077",25/09/2008,15/10/2013,01/04/2009,"1817,884615"
81476,68,5,W,HGH,RET,F,"272,9292308",01/10/2002,27/07/1997,09/05/2012,"2726,826923"
81477,28,0,S,BCR,PVE,F,"163,8153846",22/06/1989,30/06/2015,05/10/2016,"2307,692308"
81478,40,9,S,BCR,PVE,F,"1149,661538",14/06/2013,02/06/2015,28/02/2008,"7692,307692"
81479,35,4,M,HGH,PVE,M,"209,2307692",04/01/1982,02/10/2014,26/02/2013,"2307,692308"
81480,40,3,M,HGH,RET,M,"1148,558769",01/01/2009,01/10/9999,18/06/2014,"12984,60562"
81481,29,3,S,HGH,PVE,M,0,30/10/1988,23/12/2013,28/04/2014,"1256,711538"
81482,62,10,M,HGH,RET,M,"280,5266154",01/01/1984,01/10/9999,17/04/2007,"7606,643846"
81483,39,9,M,BCR,PVE,M,"916,2615385",08/08/1993,01/01/2010,06/06/2008,"6600,788154"
81484,34,7,M,PHD,STE,M,"1048,207692",01/01/2008,04/05/2010,12/05/2010,"2307,692308"
81485,47,11,M,BCR,STE,F,"307,1452308",01/02/2008,16/07/2007,05/12/2005,"2307,692308"
81486,39,4,M,HGH,STE,F,"236,9790769",21/03/1978,15/05/2001,12/09/2012,"2307,692308"
81487,64,11,M,HGH,RET,F,"284,0443077",15/05/2000,01/10/9999,11/11/2005,"2567,472308"
81488,30,3,M,HGH,PVE,M,"210,9538462",28/11/1987,01/02/2015,17/03/2014,"2307,692308"
81489,61,10,S,HGH,PVE,M,"216,0110769",23/08/1956,17/12/2014,28/10/2006,"1604,670231"
81490,50,8,M,HGH,PVE,F,"174,6153846",01/01/2012,06/04/2016,23/10/2008,"2556,384538"
81491,47,6,M,HGH,PVE,M,"7978,961538",01/07/2001,01/07/2002,01/06/2011,"4615,384615"
81492,34,4,M,HGH,PVE,F,"364,5310769",22/02/1983,01/05/2008,26/10/2012,"1538,461538"
81493,43,5,M,HGH,PVE,M,"461,5384615",01/01/1979,01/07/2004,26/04/2012,"4907,963692"
81494,41,11,S,PRS,PVE,M,"184,6153846",12/09/1977,10/08/2010,17/08/2005,"1138,470615"
81495,62,11,W,BCR,RET,F,"207,6446923",11/03/2011,01/10/9999,23/09/2005,"4347,115385"
81496,60,4,M,HGH,PVE,F,"173,6623846",01/01/1997,01/06/2006,20/12/2012,"1219,789923"
81497,49,10,D,BCR,OTH,F,"175,0769231",10/02/2004,16/06/2003,30/11/2006,"2307,692308"
81498,62,11,M,BCR,RET,M,"326,0501538",09/12/2005,01/10/9999,26/07/2005,"790,3846154"
81499,38,11,M,HGH,STE,F,"251,3065385",19/03/2013,10/01/2005,18/08/2005,"6266,418"
81500,43,9,M,HGH,PVE,M,"301,0307692",01/10/2014,04/02/2009,31/07/2007,"5524,910692"
81501,52,12,D,BCR,PVE,F,"297,7819231",01/01/1989,03/08/2010,07/07/2004,"2307,692308"
81502,38,4,M,PRS,PVE,M,"164,5846154",28/06/1979,01/11/2012,27/11/2012,"2549,958769"
81503,31,4,M,HGH,PVE,F,"249,2307692",01/01/2011,15/03/2013,13/03/2013,"223,5416923"
81504,29,3,S,HGH,PVE,M,"449,5230769",04/08/1988,01/05/2014,26/05/2014,"1580,769231"
81505,46,3,M,HGH,STE,M,"476,9230769",12/12/2007,14/06/1994,10/09/2013,"3926,371"
81506,56,1,M,HGH,STE,F,"181,4769231",18/01/2008,13/03/1989,04/11/2015,"5258,532538"
81507,42,11,M,HGH,PVE,F,"403,7538462",01/01/2009,14/03/2011,24/08/2005,"2307,692308"
81508,62,1,W,HGH,RET,F,"230,7692308",17/12/1955,27/10/2000,10/08/2015,"307,5384615"
81509,48,0,M,HGH,STE,M,"730,7692308",13/02/1993,06/05/1994,17/10/2016,"357,8853846"
81510,69,12,M,HGH,RET,M,"208,6369231",01/07/1987,01/10/9999,28/06/2005,"2687,307692"
81511,36,14,M,HGH,PVE,F,"464,6615385",01/02/2011,03/01/2003,04/02/2003,"9484,615385"
81512,70,13,W,HGH,RET,M,"269,7504615",01/01/1992,01/10/9999,24/01/2004,"5224,442308"
81513,51,13,D,BCR,STE,F,"556,9615385",01/08/1998,01/09/1999,14/06/2004,"2307,692308"
81514,54,13,D,HGH,STE,F,"323,9692308",04/05/1963,16/04/2007,28/08/2003,"961,9520769"
81515,62,12,M,HGH,RET,M,"353,8461538",01/06/1985,01/10/9999,06/04/2005,"6386,730538"
81516,44,3,M,HGH,PVE,M,"307,6923077",01/12/1982,27/11/2015,25/07/2013,"2307,692308"
81517,35,4,M,HGH,PVE,M,"164,8923077",12/06/1999,12/04/2016,06/09/2012,"2307,692308"
81518,56,3,M,HGH,STE,F,"292,3076923",01/01/2007,29/04/1997,26/07/2013,"4469,752615"
81519,67,11,M,HGH,RET,F,"215,2446154",02/03/2007,01/10/9999,08/07/2005,"4742,307692"
81520,39,10,M,HGH,PVE,F,"281,9461538",06/06/1978,01/10/1999,19/04/2007,"2493,548385"
81521,39,0,M,HGH,STE,M,"556,3846154",06/04/2008,19/07/1997,12/10/2016,"2307,692308"
81522,73,10,W,BCR,RET,F,"687,2217692",01/05/1965,01/10/9999,12/01/2007,"5366,711538"
81523,42,3,M,HGH,PVE,M,"246,4230769",16/09/1975,21/10/2014,07/03/2014,"4615,384615"
81524,62,3,W,HGH,RET,F,"246,1538462",01/02/2000,13/08/1999,26/05/2014,"3161,538462"
81525,67,6,M,HGH,RET,M,"248,6257692",01/01/1977,01/10/9999,26/01/2011,2055
81526,37,11,M,PRS,STE,F,"301,0461538",01/08/2008,01/08/2000,26/01/2006,"2307,692308"
81527,63,2,M,BCR,RET,M,"415,3846154",01/01/1990,01/10/9999,14/04/2015,"2307,692308"
81528,32,1,S,BCR,PVE,M,"243,7493846",13/09/2013,01/03/2009,26/04/2016,"7011,376692"
81529,50,2,*noval*,HGH,OTH,F,0,01/10/9999,01/10/9999,06/11/2014,"1616,893846"
81530,60,1,M,HGH,PVE,M,"338,4538462",01/01/2001,01/09/2014,13/07/2015,"799,3137692"
81531,67,11,M,HGH,RET,M,"161,9286923",16/03/1995,01/10/9999,21/10/2005,"1082,826923"
81532,46,5,M,HGH,STE,M,"261,417",01/01/1999,02/07/2012,15/12/2011,"4615,384615"
81533,42,9,M,HGH,PVE,M,"1159,228",15/10/1998,01/11/2007,02/11/2007,"7692,307692"
81534,68,5,W,BCR,RET,F,"222,7292308",04/03/2009,01/10/9999,13/10/2011,"5303,480769"
81535,27,2,M,HGH,PVE,M,"488,3588462",11/01/2014,01/04/2013,18/07/2014,"4615,384615"
81536,64,12,M,BCR,RET,F,"371,5952308",01/05/1980,01/10/9999,30/05/2005,"3951,923077"
81537,51,10,M,PHD,PVE,F,"533,0769231",01/01/1990,15/09/2008,10/11/2006,"2307,692308"
81538,54,10,D,HGH,RET,F,"902,4560769",01/01/2005,01/10/9999,03/01/2007,"7692,307692"
81539,34,6,M,BCR,STE,F,"536,7792308",01/09/2006,01/09/2006,16/02/2011,"3307,692308"
81540,31,0,M,HGH,PVE,M,0,01/01/2010,15/03/2016,04/10/2016,"4615,384615"
81541,24,2,S,HGH,PVE,F,"384,6153846",03/03/1993,01/10/2015,12/11/2014,"2307,692308"
81542,43,4,D,HGH,PVE,F,"165,9461538",01/01/2009,01/01/2012,24/10/2012,"809,3009231"
81543,26,3,M,BCR,STE,M,"264,446",07/11/1991,17/10/2014,24/01/2014,"4615,384615"
81544,42,12,M,HGH,PVE,M,"816,8507692",22/08/2008,01/01/2010,16/02/2005,"2307,692308"
81545,45,8,M,HGH,PVE,F,"165,1846154",21/04/2001,01/01/1999,15/10/2008,"2307,692308"
81546,40,11,M,HGH,PVE,M,"713,4696154",01/01/2007,01/01/2013,25/11/2005,"1057,151308"
81547,62,10,M,HGH,RET,M,"205,5615385",01/01/2002,01/10/9999,07/12/2006,"2307,692308"
81548,44,6,D,BCR,STE,M,"323,8769231",09/12/1973,01/01/1996,28/03/2011,"2307,692308"
81549,35,2,M,BCR,STE,M,"548,4615385",24/02/1982,01/10/2001,22/12/2014,"7692,307692"
81550,63,4,D,HGH,RET,M,"302,3576923",14/05/2009,13/04/1998,24/01/2013,"806,3993077"
81551,50,12,M,BCR,STE,M,"326,9314615",06/01/2007,23/01/2006,29/06/2005,"7692,307692"
81552,66,2,W,HGH,RET,F,"198,199",01/01/1985,01/12/1999,13/09/2014,"4505,192308"
81553,38,13,M,HGH,PVE,F,"309,2943846",01/05/2006,17/05/2004,16/06/2004,"2307,692308"
81554,50,11,M,BCR,STE,M,"412,4594615",01/01/2001,01/02/2011,30/09/2005,"2615,384615"
81555,42,12,M,BCR,STE,M,"842,3488462",01/01/1980,01/07/1998,10/03/2005,"6573,165692"
81556,50,10,M,BCR,STE,F,"333,4149231",06/03/2001,10/02/1987,19/08/2006,"2307,692308"
81557,59,2,W,HGH,STE,M,"749,9824615",01/05/1989,26/06/1989,28/08/2014,"2307,692308"
81558,63,12,M,BCR,STE,F,"171,0772308",01/12/2014,04/04/2012,11/01/2005,"2464,960154"
81559,45,10,M,BCR,PVE,F,"792,3615385",10/07/1972,16/07/2006,31/07/2006,"2307,692308"
81560,45,12,M,HGH,SFE,F,"433,7076923",01/01/2008,29/03/2013,06/05/2005,"7968,260231"
81561,44,10,M,BCR,STE,M,"376,364",19/08/1989,28/11/2007,08/11/2006,"2307,692308"
81562,55,9,W,HGH,PVE,F,"243,6538462",01/01/1969,10/05/2006,30/07/2007,"1155,137923"
81563,45,4,M,BCR,PVE,F,"461,5384615",19/03/2003,01/04/1993,11/09/2012,"1027,5"
81564,59,4,M,HGH,PVE,M,"198,6593077",31/12/1985,20/03/2006,01/04/2013,"641,3013846"
81565,32,7,M,SEC,STE,M,"188,8769231",01/01/2009,04/04/2001,05/08/2009,"189,3536154"
81566,65,12,M,PHD,PVE,F,"919,9116154",01/05/2015,01/09/2014,01/12/2004,"995,8846154"
81567,29,2,M,HGH,PVE,F,"269,2307692",01/01/2012,01/02/2011,12/11/2014,"2032,983231"
81568,45,13,M,BCR,STE,F,"369,1923077",05/08/2010,01/02/2005,08/03/2004,"585,1874615"
81569,46,9,M,BCR,PVE,F,"449,8218462",15/05/1997,03/09/2007,04/09/2007,"1538,461538"
81570,57,4,D,HGH,SFE,F,"520,5153846",01/12/2002,01/05/2014,26/09/2012,"2307,692308"
81571,38,1,M,HGH,STE,M,"634,3534615",08/10/1979,03/09/2014,26/10/2015,"7692,307692"
81572,41,1,S,HGH,PVE,M,"180,7692308",01/05/1982,15/04/2016,28/04/2016,"2307,692308"
81573,67,5,M,HGH,RET,M,"222,2008462",28/01/1989,01/10/9999,27/04/2012,"1194,099231"
81574,61,3,M,HGH,STE,F,"221,5923077",14/05/2009,25/07/1983,26/03/2014,"2062,746231"
81575,52,14,M,BCR,STE,F,0,01/01/1992,12/01/2016,27/07/2002,"4615,384615"
81576,52,2,M,HGH,PVE,M,"171,7070769",01/09/1973,20/04/2009,19/12/2014,"2307,692308"
81577,56,10,M,BCR,PVE,M,"545,5076923",03/03/2004,10/02/2010,24/10/2006,"414,2026154"
81578,54,12,M,BCR,STE,M,"619,7923077",21/04/1963,19/03/1984,01/07/2005,"5239,375538"
81579,60,5,M,PRS,PVE,F,"177,2629231",01/08/1985,01/12/2010,25/11/2011,"158,6677692"
81580,32,0,M,HGH,STE,M,"504,3566923",26/06/2000,03/09/2016,19/10/2016,"7692,307692"
81581,53,4,M,HGH,PVE,F,"319,2461538",24/02/1986,01/09/2006,03/08/2012,"802,578"
81582,62,10,M,HGH,RET,F,"227,4086923",29/09/1981,01/10/9999,17/04/2007,"2450,192308"
81583,54,13,S,SEC,OTH,M,0,01/10/9999,01/10/9999,14/07/2003,"2307,692308"
81584,29,6,S,BCR,PVE,M,"588,0210769",10/06/2006,01/08/2013,07/02/2011,"7692,307692"
81585,39,8,M,HGH,STE,M,"184,0153846",01/01/1993,25/02/1998,19/09/2008,"2307,692308"
81586,31,2,M,BCR,PVE,M,"372,9692308",30/10/1986,01/01/2015,11/12/2014,"2307,692308"
81587,29,2,S,HGH,PVE,M,"169,1693077",15/03/1988,15/12/2014,31/12/2014,"728,3707692"
81588,33,11,S,HGH,PVE,F,"286,6944615",01/01/2006,01/11/2011,25/07/2005,"1067,019231"
81589,47,14,M,HGH,PVE,F,"324,377",01/12/2006,01/01/2004,04/11/2002,"2307,692308"
81590,27,2,S,HGH,PVE,M,"215,3846154",20/08/2014,01/02/2014,04/11/2014,"2307,692308"
81591,50,2,M,BCR,STE,F,"228,619",01/01/2000,19/04/2012,27/05/2015,"2307,692308"
81592,49,4,M,HGH,PVE,F,"160,1230769",01/05/2010,15/12/2014,03/06/2013,"2892,192923"
81593,53,13,M,PHD,STE,M,"1157,846154",06/09/1999,01/03/1991,18/12/2003,"2923,076923"
81594,46,11,M,BCR,STE,F,"430,0230769",16/11/1971,01/03/2005,19/08/2005,"2307,692308"
81595,60,12,M,HGH,PVE,M,"348,6076923",28/11/1962,20/10/2002,06/08/2004,"4674,924385"
81596,51,13,M,BCR,STE,F,"1141,453846",01/01/2006,01/06/1992,03/07/2004,"2307,692308"
81597,44,9,M,BCR,PVE,M,"914,1461538",01/05/2014,16/07/2009,16/10/2007,"7692,307692"
81598,59,11,W,BCR,STE,M,"353,0769231",31/12/1994,31/12/2004,19/09/2005,"569,6743846"
81599,66,11,M,BCR,SFE,F,"197,6538462",05/05/2006,19/10/1992,07/09/2005,"1580,769231"
81600,55,10,S,BCR,STE,F,"1787,376923",30/06/1962,16/05/2007,11/06/2007,"4615,384615"
81601,34,4,D,HGH,PVE,F,"339,8692308",07/02/2012,10/01/2013,10/01/2013,"4186,787538"
81602,42,15,S,HGH,PVE,F,"465,5272308",30/06/1992,03/02/2005,29/01/2002,"1538,461538"
81603,61,11,M,HGH,PVE,M,"206,1538462",01/07/1979,01/10/2006,09/05/2006,"174,2284615"
81604,53,7,M,HGH,STE,M,"302,9538462",16/01/2013,01/07/1989,13/04/2010,"8194,546538"
81605,51,11,M,BCR,STE,F,"523,0769231",11/11/2005,07/06/2001,12/07/2005,"208,6938462"
81606,59,7,M,BCR,PVE,M,"602,3461538",05/03/1996,01/01/1989,18/11/2009,"7692,307692"
81607,39,10,M,HGH,PVE,M,"429,3692308",20/11/1978,01/01/2006,13/03/2007,"3349,429923"
81608,41,10,M,HGH,PVE,M,"201,3223077",01/03/2004,01/10/2015,14/11/2006,"2307,692308"
81609,24,3,*noval*,HGH,PVE,M,0,01/10/9999,20/11/2013,05/12/2013,"2830,843385"
81610,66,0,M,HGH,RET,M,"240,45",12/06/1951,01/10/9999,17/10/2016,"2371,153846"
81611,60,11,M,HGH,STE,F,"327,1913846",15/08/2001,26/10/1996,07/09/2005,"2512,072462"
81612,67,11,M,HGH,RET,M,"322,0692308",01/01/1980,01/10/9999,06/10/2005,"4584,230769"
81613,60,11,W,HGH,RET,F,"211,6003846",08/10/1978,01/10/9999,26/08/2005,"2818,827923"
81614,48,2,M,HGH,PVE,M,"269,2307692",01/06/2008,01/06/2007,27/06/2015,"190,1538462"
81615,63,13,M,HGH,RET,F,"356,5461538",01/09/1985,01/10/9999,26/08/2003,"3361,538462"
81616,56,4,M,PRS,PVE,M,"186,3923077",01/01/1995,01/08/2012,30/08/2012,"532,4167692"
81617,35,11,M,BCR,PVE,F,"283,859",19/03/1982,01/01/2007,21/03/2006,"4615,384615"
81618,61,13,M,HGH,RET,F,"263,2684615",30/06/1960,01/10/9999,28/05/2004,"857,5673077"
81619,35,4,M,HGH,PVE,F,"176,9230769",10/06/2006,01/05/2009,09/05/2013,"1692,307692"
81620,44,13,M,BCR,PVE,F,"587,3076923",01/01/2003,24/08/1999,31/07/2003,"4186,787538"
81621,24,1,S,HGH,PVE,M,"169,0307692",01/10/9999,01/02/2016,01/02/2016,"2307,692308"
81622,44,13,S,HGH,PVE,M,"793,4076923",01/09/1999,01/05/2007,16/04/2004,"2307,692308"
81623,55,11,M,HGH,STE,M,"290,1846154",17/03/2004,01/03/1985,20/09/2005,"5872,028"
81624,42,5,M,SEC,PVE,F,"194,7",06/05/2000,10/07/2009,20/04/2012,"975,8319231"
81625,55,8,M,BCR,STE,M,"324,7384615",01/04/1995,20/08/2009,12/09/2008,"2307,692308"
81626,65,14,M,BCR,RET,F,"407,2326154",01/10/1974,01/10/9999,18/03/2003,"1185,576923"
81627,33,9,M,HGH,PVE,M,"200,3677692",01/01/2005,01/04/2014,16/06/2008,"5137,5"
